id,id_sprzetu,czas_pomiaru,temperatura,cisnienie,poziom_mm
4289406,34,12/8/25 17:12,119.600000,0.00,2560.00
4289385,34,12/8/25 17:12,119.600000,0.00,2560.00
4289364,34,12/8/25 17:12,119.600000,0.00,2530.00
4289343,34,12/8/25 17:12,119.600000,0.00,2530.00
4289322,34,12/8/25 17:12,119.600000,0.00,2530.00
4289301,34,12/8/25 17:12,119.600000,0.00,2530.00
4289280,34,12/8/25 17:12,119.600000,0.00,2530.00
4289259,34,12/8/25 17:12,119.600000,0.00,2530.00
4289238,34,12/8/25 17:12,119.600000,0.00,2530.00
4289217,34,12/8/25 17:12,119.600000,0.00,2530.00
4289196,34,12/8/25 17:12,119.600000,0.00,2530.00
4289175,34,12/8/25 17:12,119.600000,0.00,2530.00
4289154,34,12/8/25 17:11,119.600000,0.00,2530.00
4289133,34,12/8/25 17:11,119.600000,0.00,2530.00
4289112,34,12/8/25 17:11,119.600000,0.00,2530.00
4289091,34,12/8/25 17:11,119.600000,0.00,2510.00
4289070,34,12/8/25 17:11,119.600000,0.00,2510.00
4289049,34,12/8/25 17:11,119.600000,0.00,2510.00
4289028,34,12/8/25 17:11,119.600000,0.00,2510.00
4289007,34,12/8/25 17:11,119.600000,0.00,2510.00
4288986,34,12/8/25 17:11,119.600000,0.00,2510.00
4288965,34,12/8/25 17:11,119.600000,0.00,2510.00
4288944,34,12/8/25 17:11,119.600000,0.00,2510.00
4288923,34,12/8/25 17:11,119.600000,0.00,2510.00
4288902,34,12/8/25 17:10,119.600000,0.00,2510.00
4288881,34,12/8/25 17:10,119.600000,0.00,2510.00
4288860,34,12/8/25 17:10,119.600000,0.00,2510.00
4288839,34,12/8/25 17:10,119.600000,0.00,2480.00
4288818,34,12/8/25 17:10,119.600000,0.00,2480.00
4288797,34,12/8/25 17:10,119.600000,0.00,2480.00
4288776,34,12/8/25 17:10,119.600000,0.00,2480.00
4288755,34,12/8/25 17:10,119.600000,0.00,2480.00
4288734,34,12/8/25 17:10,119.600000,0.00,2480.00
4288713,34,12/8/25 17:10,119.600000,0.00,2480.00
4288692,34,12/8/25 17:10,119.600000,0.00,2480.00
4288671,34,12/8/25 17:10,119.600000,0.00,2480.00
4288650,34,12/8/25 17:09,119.600000,0.00,2480.00
4288629,34,12/8/25 17:09,119.600000,0.00,2480.00
4288608,34,12/8/25 17:09,119.600000,0.00,2480.00
4288587,34,12/8/25 17:09,119.600000,0.00,2480.00
4288566,34,12/8/25 17:09,119.600000,0.00,2460.00
4288545,34,12/8/25 17:09,119.600000,0.00,2460.00
4288524,34,12/8/25 17:09,119.600000,0.00,2460.00
4288503,34,12/8/25 17:09,119.600000,0.00,2460.00
4288482,34,12/8/25 17:09,119.600000,0.00,2460.00
4288461,34,12/8/25 17:09,119.600000,0.00,2460.00
4288440,34,12/8/25 17:09,119.600000,0.00,2460.00
4288419,34,12/8/25 17:08,119.600000,0.00,2460.00
4288398,34,12/8/25 17:08,119.600000,0.00,2460.00
4288377,34,12/8/25 17:08,119.600000,0.00,2460.00
4288356,34,12/8/25 17:08,119.600000,0.00,2460.00
4288335,34,12/8/25 17:08,119.600000,0.00,2460.00
4288314,34,12/8/25 17:08,119.600000,0.00,2440.00
4288293,34,12/8/25 17:08,119.600000,0.00,2440.00
4288272,34,12/8/25 17:08,119.600000,0.00,2440.00
4288251,34,12/8/25 17:08,119.600000,0.00,2440.00
4288230,34,12/8/25 17:08,119.600000,0.00,2440.00
4288209,34,12/8/25 17:08,119.600000,0.00,2440.00
4288188,34,12/8/25 17:08,119.600000,0.00,2440.00
4288167,34,12/8/25 17:07,119.600000,0.00,2440.00
4288146,34,12/8/25 17:07,119.600000,0.00,2440.00
4288125,34,12/8/25 17:07,119.600000,0.00,2440.00
4288104,34,12/8/25 17:07,119.600000,0.00,2440.00
4288083,34,12/8/25 17:07,119.600000,0.00,2440.00
4288062,34,12/8/25 17:07,119.600000,0.00,2440.00
4288041,34,12/8/25 17:07,119.600000,0.00,2410.00
4288020,34,12/8/25 17:07,119.600000,0.00,2410.00
4287999,34,12/8/25 17:07,119.600000,0.00,2410.00
4287978,34,12/8/25 17:07,119.600000,0.00,2410.00
4287957,34,12/8/25 17:07,119.600000,0.00,2410.00
4287936,34,12/8/25 17:07,119.600000,0.00,2410.00
4287915,34,12/8/25 17:06,119.600000,0.00,2410.00
4287894,34,12/8/25 17:06,119.600000,0.00,2410.00
4287873,34,12/8/25 17:06,119.600000,0.00,2410.00
4287852,34,12/8/25 17:06,119.600000,0.00,2410.00
4287831,34,12/8/25 17:06,119.600000,0.00,2410.00
4287810,34,12/8/25 17:06,119.600000,0.00,2410.00
4287789,34,12/8/25 17:06,119.600000,0.00,2390.00
4287768,34,12/8/25 17:06,119.600000,0.00,2390.00
4287747,34,12/8/25 17:06,119.600000,0.00,2390.00
4287726,34,12/8/25 17:06,119.600000,0.00,2390.00
4287705,34,12/8/25 17:06,119.600000,0.00,2390.00
4287684,34,12/8/25 17:06,119.600000,0.00,2390.00
4287663,34,12/8/25 17:05,119.600000,0.00,2390.00
4287642,34,12/8/25 17:05,119.600000,0.00,2390.00
4287621,34,12/8/25 17:05,119.600000,0.00,2390.00
4287600,34,12/8/25 17:05,119.600000,0.00,2390.00
4287579,34,12/8/25 17:05,119.600000,0.00,2390.00
4287558,34,12/8/25 17:05,119.600000,0.00,2390.00
4287537,34,12/8/25 17:05,119.600000,0.00,2390.00
4287516,34,12/8/25 17:05,119.600000,0.00,2370.00
4287495,34,12/8/25 17:05,119.600000,0.00,2370.00
4287474,34,12/8/25 17:05,119.600000,0.00,2370.00
4287453,34,12/8/25 17:05,119.600000,0.00,2370.00
4287432,34,12/8/25 17:05,119.600000,0.00,2370.00
4287411,34,12/8/25 17:04,119.600000,0.00,2370.00
4287390,34,12/8/25 17:04,119.600000,0.00,2370.00
4287369,34,12/8/25 17:04,119.600000,0.00,2370.00
4287348,34,12/8/25 17:04,119.600000,0.00,2370.00
4287327,34,12/8/25 17:04,119.600000,0.00,2370.00
4287306,34,12/8/25 17:04,119.600000,0.00,2370.00
4287285,34,12/8/25 17:04,119.600000,0.00,2370.00
4287264,34,12/8/25 17:04,119.600000,0.00,2350.00
4287243,34,12/8/25 17:04,119.600000,0.00,2350.00
4287222,34,12/8/25 17:04,119.600000,0.00,2350.00
4287201,34,12/8/25 17:04,119.600000,0.00,2350.00
4287180,34,12/8/25 17:04,119.600000,0.00,2350.00
4287159,34,12/8/25 17:03,119.600000,0.00,2350.00
4287138,34,12/8/25 17:03,119.600000,0.00,2350.00
4287117,34,12/8/25 17:03,119.600000,0.00,2350.00
4287096,34,12/8/25 17:03,119.600000,0.00,2350.00
4287075,34,12/8/25 17:03,119.600000,0.00,2350.00
4287054,34,12/8/25 17:03,119.600000,0.00,2350.00
4287033,34,12/8/25 17:03,119.600000,0.00,2350.00
4287012,34,12/8/25 17:03,119.600000,0.00,2350.00
4286991,34,12/8/25 17:03,119.600000,0.00,2330.00
4286970,34,12/8/25 17:03,119.600000,0.00,2330.00
4286949,34,12/8/25 17:03,119.600000,0.00,2330.00
4286928,34,12/8/25 17:03,119.600000,0.00,2330.00
4286907,34,12/8/25 17:02,119.600000,0.00,2330.00
4286886,34,12/8/25 17:02,119.600000,0.00,2330.00
4286865,34,12/8/25 17:02,119.600000,0.00,2330.00
4286844,34,12/8/25 17:02,119.600000,0.00,2330.00
4286823,34,12/8/25 17:02,119.600000,0.00,2330.00
4286802,34,12/8/25 17:02,119.600000,0.00,2330.00
4286781,34,12/8/25 17:02,119.600000,0.00,2330.00
4286760,34,12/8/25 17:02,119.600000,0.00,2330.00
4286739,34,12/8/25 17:02,119.600000,0.00,2310.00
4286718,34,12/8/25 17:02,119.600000,0.00,2310.00
4286697,34,12/8/25 17:02,119.600000,0.00,2310.00
4286676,34,12/8/25 17:02,119.600000,0.00,2310.00
4286655,34,12/8/25 17:01,119.600000,0.00,2310.00
4286634,34,12/8/25 17:01,119.600000,0.00,2310.00
4286613,34,12/8/25 17:01,119.600000,0.00,2310.00
4286592,34,12/8/25 17:01,119.600000,0.00,2310.00
4286571,34,12/8/25 17:01,119.600000,0.00,2310.00
4286550,34,12/8/25 17:01,119.600000,0.00,2310.00
4286529,34,12/8/25 17:01,119.600000,0.00,2310.00
4286508,34,12/8/25 17:01,119.600000,0.00,2310.00
4286487,34,12/8/25 17:01,119.600000,0.00,2310.00
4286466,34,12/8/25 17:01,119.600000,0.00,2290.00
4286445,34,12/8/25 17:01,119.600000,0.00,2290.00
4286424,34,12/8/25 17:01,119.600000,0.00,2290.00
4286403,34,12/8/25 17:00,119.600000,0.00,2290.00
4286382,34,12/8/25 17:00,119.600000,0.00,2290.00
4286361,34,12/8/25 17:00,119.600000,0.00,2290.00
4286340,34,12/8/25 17:00,119.600000,0.00,2290.00
4286319,34,12/8/25 17:00,119.600000,0.00,2290.00
4286298,34,12/8/25 17:00,119.600000,0.00,2290.00
4286277,34,12/8/25 17:00,119.600000,0.00,2290.00
4286256,34,12/8/25 17:00,119.600000,0.00,2290.00
4286235,34,12/8/25 17:00,119.600000,0.00,2290.00
4286214,34,12/8/25 17:00,119.600000,0.00,2270.00
4286193,34,12/8/25 17:00,119.600000,0.00,2270.00
4286172,34,12/8/25 17:00,119.600000,0.00,2270.00
4286151,34,12/8/25 16:59,119.600000,0.00,2270.00
4286130,34,12/8/25 16:59,119.600000,0.00,2270.00
4286109,34,12/8/25 16:59,119.600000,0.00,2270.00
4286088,34,12/8/25 16:59,119.600000,0.00,2270.00
4286067,34,12/8/25 16:59,119.600000,0.00,2270.00
4286046,34,12/8/25 16:59,119.600000,0.00,2270.00
4286025,34,12/8/25 16:59,119.600000,0.00,2270.00
4286004,34,12/8/25 16:59,119.600000,0.00,2270.00
4285983,34,12/8/25 16:59,119.600000,0.00,2270.00
4285962,34,12/8/25 16:59,119.600000,0.00,2270.00
4285941,34,12/8/25 16:59,119.600000,0.00,2250.00
4285920,34,12/8/25 16:59,119.600000,0.00,2250.00
4285899,34,12/8/25 16:58,119.600000,0.00,2250.00
4285878,34,12/8/25 16:58,119.600000,0.00,2250.00
4285857,34,12/8/25 16:58,119.600000,0.00,2250.00
4285836,34,12/8/25 16:58,119.600000,0.00,2250.00
4285815,34,12/8/25 16:58,119.600000,0.00,2250.00
4285794,34,12/8/25 16:58,119.600000,0.00,2250.00
4285773,34,12/8/25 16:58,119.600000,0.00,2250.00
4285752,34,12/8/25 16:58,119.600000,0.00,2250.00
4285731,34,12/8/25 16:58,119.600000,0.00,2250.00
4285710,34,12/8/25 16:58,119.600000,0.00,2250.00
4285689,34,12/8/25 16:58,119.600000,0.00,2230.00
4285668,34,12/8/25 16:57,119.600000,0.00,2230.00
4285647,34,12/8/25 16:57,119.600000,0.00,2230.00
4285626,34,12/8/25 16:57,119.600000,0.00,2230.00
4285605,34,12/8/25 16:57,119.600000,0.00,2230.00
4285584,34,12/8/25 16:57,119.600000,0.00,2230.00
4285563,34,12/8/25 16:57,119.600000,0.00,2230.00
4285542,34,12/8/25 16:57,119.600000,0.00,2230.00
4285521,34,12/8/25 16:57,119.600000,0.00,2230.00
4285500,34,12/8/25 16:57,119.600000,0.00,2230.00
4285479,34,12/8/25 16:57,119.600000,0.00,2230.00
4285458,34,12/8/25 16:57,119.600000,0.00,2230.00
4285437,34,12/8/25 16:57,119.600000,0.00,2230.00
4285416,34,12/8/25 16:57,119.600000,0.00,2210.00
4285395,34,12/8/25 16:56,119.600000,0.00,2210.00
4285374,34,12/8/25 16:56,119.600000,0.00,2210.00
4285353,34,12/8/25 16:56,119.600000,0.00,2210.00
4285332,34,12/8/25 16:56,119.600000,0.00,2210.00
4285311,34,12/8/25 16:56,119.600000,0.00,2210.00
4285290,34,12/8/25 16:56,119.600000,0.00,2210.00
4285269,34,12/8/25 16:56,119.600000,0.00,2210.00
4285248,34,12/8/25 16:56,119.600000,0.00,2210.00
4285227,34,12/8/25 16:56,119.600000,0.00,2210.00
4285206,34,12/8/25 16:56,119.600000,0.00,2210.00
4285185,34,12/8/25 16:56,119.600000,0.00,2210.00
4285164,34,12/8/25 16:55,119.600000,0.00,2210.00
4285143,34,12/8/25 16:55,119.600000,0.00,2190.00
4285122,34,12/8/25 16:55,119.600000,0.00,2190.00
4285101,34,12/8/25 16:55,119.600000,0.00,2190.00
4285080,34,12/8/25 16:55,119.600000,0.00,2190.00
4285059,34,12/8/25 16:55,119.600000,0.00,2190.00
4285038,34,12/8/25 16:55,119.600000,0.00,2190.00
4285017,34,12/8/25 16:55,119.600000,0.00,2190.00
4284996,34,12/8/25 16:55,119.600000,0.00,2190.00
4284975,34,12/8/25 16:55,119.600000,0.00,2190.00
4284954,34,12/8/25 16:55,119.600000,0.00,2190.00
4284933,34,12/8/25 16:55,119.600000,0.00,2190.00
4284912,34,12/8/25 16:54,119.600000,0.00,2190.00
4284891,34,12/8/25 16:54,119.600000,0.00,2170.00
4284870,34,12/8/25 16:54,119.600000,0.00,2170.00
4284849,34,12/8/25 16:54,119.600000,0.00,2170.00
4284828,34,12/8/25 16:54,119.600000,0.00,2170.00
4284807,34,12/8/25 16:54,119.600000,0.00,2170.00
4284786,34,12/8/25 16:54,119.600000,0.00,2170.00
4284765,34,12/8/25 16:54,119.600000,0.00,2170.00
4284744,34,12/8/25 16:54,119.600000,0.00,2170.00
4284723,34,12/8/25 16:54,119.600000,0.00,2170.00
4284702,34,12/8/25 16:54,119.600000,0.00,2170.00
4284681,34,12/8/25 16:54,119.600000,0.00,2170.00
4284660,34,12/8/25 16:53,119.600000,0.00,2170.00
4284639,34,12/8/25 16:53,119.600000,0.00,2170.00
4284618,34,12/8/25 16:53,119.600000,0.00,2150.00
4284597,34,12/8/25 16:53,119.600000,0.00,2150.00
4284576,34,12/8/25 16:53,119.600000,0.00,2150.00
4284555,34,12/8/25 16:53,119.600000,0.00,2150.00
4284534,34,12/8/25 16:53,119.600000,0.00,2150.00
4284513,34,12/8/25 16:53,119.600000,0.00,2150.00
4284492,34,12/8/25 16:53,119.600000,0.00,2150.00
4284471,34,12/8/25 16:53,119.600000,0.00,2150.00
4284450,34,12/8/25 16:53,119.600000,0.00,2150.00
4284429,34,12/8/25 16:53,119.600000,0.00,2150.00
4284408,34,12/8/25 16:52,119.600000,0.00,2150.00
4284387,34,12/8/25 16:52,119.600000,0.00,2150.00
4284366,34,12/8/25 16:52,119.600000,0.00,2130.00
4284345,34,12/8/25 16:52,119.600000,0.00,2130.00
4284324,34,12/8/25 16:52,119.600000,0.00,2130.00
4284303,34,12/8/25 16:52,119.600000,0.00,2130.00
4284282,34,12/8/25 16:52,119.600000,0.00,2130.00
4284261,34,12/8/25 16:52,119.600000,0.00,2130.00
4284240,34,12/8/25 16:52,119.600000,0.00,2130.00
4284219,34,12/8/25 16:52,119.600000,0.00,2130.00
4284198,34,12/8/25 16:52,119.600000,0.00,2130.00
4284177,34,12/8/25 16:52,119.600000,0.00,2130.00
4284156,34,12/8/25 16:51,119.600000,0.00,2130.00
4284135,34,12/8/25 16:51,119.600000,0.00,2130.00
4284114,34,12/8/25 16:51,119.600000,0.00,2130.00
4284093,34,12/8/25 16:51,119.600000,0.00,2110.00
4284072,34,12/8/25 16:51,119.600000,0.00,2110.00
4284051,34,12/8/25 16:51,119.600000,0.00,2110.00
4284030,34,12/8/25 16:51,119.600000,0.00,2110.00
4284009,34,12/8/25 16:51,119.600000,0.00,2110.00
4283988,34,12/8/25 16:51,119.600000,0.00,2110.00
4283967,34,12/8/25 16:51,119.600000,0.00,2110.00
4283946,34,12/8/25 16:51,119.600000,0.00,2110.00
4283925,34,12/8/25 16:51,119.600000,0.00,2110.00
4283904,34,12/8/25 16:50,119.600000,0.00,2110.00
4283883,34,12/8/25 16:50,119.600000,0.00,2110.00
4283862,34,12/8/25 16:50,119.600000,0.00,2110.00
4283841,34,12/8/25 16:50,119.600000,0.00,2090.00
4283820,34,12/8/25 16:50,119.600000,0.00,2090.00
4283799,34,12/8/25 16:50,119.600000,0.00,2090.00
4283778,34,12/8/25 16:50,119.600000,0.00,2090.00
4283757,34,12/8/25 16:50,119.600000,0.00,2090.00
4283736,34,12/8/25 16:50,119.600000,0.00,2090.00
4283715,34,12/8/25 16:50,119.600000,0.00,2090.00
4283694,34,12/8/25 16:50,119.600000,0.00,2090.00
4283673,34,12/8/25 16:50,119.600000,0.00,2090.00
4283652,34,12/8/25 16:49,119.600000,0.00,2090.00
4283631,34,12/8/25 16:49,119.600000,0.00,2090.00
4283610,34,12/8/25 16:49,119.600000,0.00,2090.00
4283589,34,12/8/25 16:49,119.600000,0.00,2090.00
4283568,34,12/8/25 16:49,119.600000,0.00,2070.00
4283547,34,12/8/25 16:49,119.600000,0.00,2070.00
4283526,34,12/8/25 16:49,119.600000,0.00,2070.00
4283505,34,12/8/25 16:49,119.600000,0.00,2070.00
4283484,34,12/8/25 16:49,119.600000,0.00,2070.00
4283463,34,12/8/25 16:49,119.600000,0.00,2070.00
